;Intersection Database populated by Casey Diers' Sector File Creation tools at http://www.myfsim.com/SectorFileCreation
;;All Airports within 100 Nautical Miles of PHK NAVAID
FA01 000.000 N026.59.37.250 W082.05.42.770
FD24 000.000 N027.13.16.168 W080.31.14.195
FL22 000.000 N027.17.18.410 W080.17.34.270
KPGD 000.000 N026.55.08.176 W081.59.27.333 ; Towered
F13  000.000 N026.58.07.000 W081.54.58.700
6FL3 000.000 N026.56.14.212 W081.34.01.280
8FL9 000.000 N026.50.47.870 W082.01.20.020
40FL 000.000 N026.57.09.290 W081.52.15.390
2FL8 000.000 N027.53.01.080 W081.21.47.250
2RR  000.000 N027.46.45.600 W081.12.14.100
21FA 000.000 N028.17.56.710 W080.43.14.810
8FD4 000.000 N028.20.04.910 W080.43.24.060
34FA 000.000 N028.15.07.000 W080.40.08.000
FD52 000.000 N028.14.38.050 W081.18.12.410
FA78 000.000 N028.19.58.800 W081.15.00.000
3FA3 000.000 N028.13.37.000 W081.21.59.500
72FL 000.000 N028.09.27.056 W081.14.05.268
FA94 000.000 N028.13.52.000 W081.14.04.000
FD37 000.000 N028.08.14.057 W081.15.48.248
57FA 000.000 N028.12.31.048 W081.07.09.234
4FD9 000.000 N026.27.45.620 W082.09.18.160
4FD8 000.000 N026.32.30.279 W082.11.31.340
FA22 000.000 N027.20.00.165 W082.25.48.341
4FL8 000.000 N027.20.37.163 W082.19.02.332
22FA 000.000 N027.18.11.169 W082.16.21.328
FA33 000.000 N027.16.21.000 W082.21.58.000
0FD6 000.000 N027.54.27.080 W080.29.11.188
X26  000.000 N027.48.47.700 W080.29.44.100
FA03 000.000 N027.50.32.960 W080.29.22.790
KSEF 000.000 N027.27.23.000 W081.20.32.600
9FD3 000.000 N027.27.55.640 W081.25.54.770
9FL3 000.000 N027.23.49.000 W081.25.36.000
FA52 000.000 N027.32.16.944 W081.30.33.386
FL41 000.000 N026.34.52.253 W080.45.21.216
KSUA 000.000 N027.10.54.100 W080.13.16.700 ; Towered
65FL 000.000 N027.12.31.000 W080.17.29.000
44FL 000.000 N027.12.02.190 W080.14.36.600
